Trials,Precision,Regret,CumulativeRegret
1,7,0,9,248,9,248
2,9,4,8,485,17,733
3,10,2,8,450,26,183
4,11,6,8,266,34,449
5,12,6,7,753,42,202
6,14,8,7,699,49,902
7,15,0,7,478,57,380
8,18,2,7,049,64,429
9,17,8,6,805,71,234
10,22,6,6,149,77,383
11,20,4,5,961,83,344
12,21,0,6,079,89,423
13,23,6,5,745,95,168
14,25,2,5,618,100,786
15,25,6,5,354,106,140
16,30,0,5,111,111,251
17,25,0,5,000,116,251
18,28,8,4,719,120,970
19,31,6,4,514,125,483
20,32,8,4,298,129,781
21,33,8,4,251,134,032
22,33,8,4,096,138,128
23,32,4,4,179,142,307
24,39,8,3,636,145,943
25,40,4,3,485,149,428
26,42,6,3,213,152,641
27,39,0,3,530,156,171
28,45,0,3,017,159,188
29,46,6,3,069,162,258
30,49,6,2,939,165,196
31,47,0,2,972,168,168
32,51,8,2,572,170,741
33,54,6,2,576,173,317
34,51,2,2,591,175,908
35,52,0,2,683,178,591
36,54,2,2,601,181,192
37,56,4,2,415,183,607
38,55,2,2,318,185,925
39,56,4,2,579,188,504
40,61,2,2,064,190,569
41,60,4,2,064,192,632
42,57,4,2,137,194,770
43,62,4,2,021,196,791
44,62,4,2,047,198,837
45,61,6,2,001,200,838
46,61,4,2,189,203,027
47,64,2,2,004,205,031
48,65,0,1,982,207,014
49,63,2,1,916,208,930
50,68,6,1,807,210,737
51,67,2,1,922,212,659
52,67,8,1,737,214,396
53,69,0,1,788,216,184
54,71,2,1,519,217,702
55,69,8,1,847,219,549
56,70,4,1,546,221,095
57,72,2,1,509,222,605
58,70,0,1,580,224,185
59,71,2,1,636,225,821
60,71,6,1,447,227,269
61,71,6,1,526,228,795
62,72,4,1,459,230,254
63,71,4,1,712,231,967
64,73,0,1,346,233,313
65,75,6,1,309,234,622
66,74,4,1,404,236,026
67,75,2,1,275,237,301
68,76,0,1,418,238,718
69,76,2,1,212,239,931
70,75,6,1,474,241,405
71,75,8,1,453,242,858
72,76,8,1,314,244,172
73,77,6,1,292,245,464
74,79,4,1,278,246,742
75,76,8,1,320,248,062
76,77,2,1,261,249,323
77,81,6,1,316,250,639
78,81,8,1,310,251,949
79,78,0,1,174,253,123
80,81,4,1,194,254,317
81,81,0,1,335,255,651
82,81,0,1,165,256,817
83,79,4,1,138,257,955
84,82,2,1,100,259,055
85,81,4,1,203,260,258
86,80,6,1,071,261,329
87,79,8,1,135,262,464
88,79,8,1,276,263,740
89,83,0,1,083,264,823
90,81,2,1,212,266,035
91,80,4,1,205,267,240
92,84,8,1,065,268,305
93,85,8,1,102,269,407
94,84,4,1,046,270,453
95,84,0,1,071,271,525
96,82,6,1,054,272,579
97,84,0,1,049,273,628
98,83,2,1,144,274,772
99,86,2,1,051,275,823
100,86,4,1,133,276,955
101,85,4,1,100,278,055
102,84,4,1,097,279,152
103,85,6,1,072,280,225
104,86,0,0,956,281,181
105,85,4,1,011,282,191
106,87,2,1,060,283,251
107,86,8,0,999,284,250
108,85,2,1,052,285,302
109,85,2,1,055,286,357
110,86,6,1,052,287,409
111,86,0,0,894,288,303
112,87,0,1,046,289,349
113,87,4,0,901,290,250
114,85,8,0,915,291,165
115,85,0,0,980,292,145
116,87,8,0,882,293,027
117,88,0,0,885,293,912
118,88,0,0,889,294,802
119,90,6,0,842,295,644
120,87,6,0,895,296,538
121,88,2,0,936,297,475
122,88,4,0,839,298,314
123,86,2,0,857,299,170
124,88,2,0,908,300,078
125,88,4,0,952,301,030
126,89,6,0,925,301,955
127,88,6,0,825,302,781
128,89,0,0,873,303,654
129,90,6,0,817,304,471
130,89,4,0,842,305,313
131,91,2,0,771,306,084
132,88,6,0,914,306,998
133,89,4,0,862,307,860
134,88,8,0,851,308,711
135,89,8,0,862,309,574
136,90,2,0,781,310,354
137,90,2,0,767,311,121
138,88,4,0,857,311,978
139,90,4,0,918,312,896
140,89,6,0,761,313,657
141,91,8,0,848,314,505
142,91,2,0,744,315,249
143,91,6,0,761,316,010
144,91,4,0,873,316,883
145,91,2,0,759,317,641
146,92,0,0,800,318,441
147,92,2,0,755,319,196
148,90,2,0,757,319,953
149,91,4,0,763,320,716
150,90,2,0,696,321,412
151,91,4,0,683,322,095
152,92,4,0,709,322,804
153,91,4,0,733,323,537
154,91,8,0,679,324,216
155,91,4,0,772,324,988
156,93,2,0,873,325,860
157,92,0,0,780,326,640
158,92,6,0,725,327,364
159,91,6,0,721,328,086
160,91,6,0,720,328,806
161,94,0,0,688,329,494
162,92,4,0,724,330,218
163,92,8,0,631,330,848
164,92,4,0,677,331,526
165,92,0,0,564,332,090
166,92,4,0,777,332,867
167,92,8,0,695,333,562
168,93,0,0,625,334,187
169,92,2,0,734,334,921
170,92,4,0,742,335,663
171,93,4,0,601,336,264
172,93,6,0,714,336,978
173,93,4,0,611,337,589
174,93,2,0,682,338,271
175,92,0,0,656,338,927
176,94,6,0,582,339,508
177,93,8,0,712,340,220
178,93,6,0,726,340,946
179,93,0,0,545,341,491
180,93,6,0,574,342,065
181,92,6,0,828,342,892
182,92,6,0,700,343,592
183,94,2,0,619,344,211
184,94,6,0,667,344,878
185,94,6,0,669,345,547
186,93,2,0,719,346,267
187,93,4,0,627,346,894
188,94,4,0,699,347,593
189,94,4,0,661,348,254
190,93,4,0,679,348,933
191,93,6,0,621,349,553
192,94,2,0,608,350,161
193,95,2,0,643,350,804
194,94,2,0,558,351,362
195,95,2,0,513,351,875
196,95,0,0,610,352,485
197,93,2,0,633,353,119
198,94,8,0,551,353,669
199,94,8,0,607,354,277
200,94,6,0,583,354,859
201,94,8,0,609,355,468
202,94,6,0,603,356,071
203,94,8,0,571,356,642
204,94,4,0,660,357,302
205,96,2,0,527,357,830
206,93,8,0,705,358,535
207,94,8,0,593,359,128
208,94,6,0,526,359,654
209,94,6,0,586,360,239
210,95,6,0,592,360,831
211,94,6,0,587,361,418
212,95,8,0,591,362,010
213,95,4,0,668,362,678
214,95,8,0,536,363,213
215,95,0,0,601,363,814
216,94,6,0,628,364,442
217,95,2,0,550,364,992
218,95,4,0,544,365,536
219,95,2,0,531,366,066
220,95,2,0,633,366,700
221,95,0,0,589,367,289
222,96,0,0,581,367,870
223,96,4,0,620,368,491
224,96,2,0,570,369,061
225,95,2,0,494,369,555
226,95,8,0,602,370,157
227,95,0,0,472,370,629
228,95,8,0,490,371,119
229,95,0,0,531,371,651
230,94,8,0,529,372,180
231,95,0,0,560,372,740
232,95,2,0,612,373,352
233,95,0,0,546,373,898
234,96,0,0,602,374,500
235,96,4,0,568,375,068
236,95,8,0,510,375,578
237,95,2,0,449,376,027
238,95,8,0,519,376,546
239,94,8,0,567,377,113
240,95,6,0,465,377,578
241,96,8,0,493,378,070
242,96,0,0,403,378,473
243,96,2,0,475,378,948
244,95,6,0,510,379,458
245,96,2,0,531,379,989
246,96,2,0,605,380,593
247,96,0,0,552,381,146
248,96,4,0,492,381,637
249,96,4,0,466,382,104
250,96,0,0,539,382,642
251,95,6,0,506,383,148
252,95,2,0,532,383,680
253,96,8,0,522,384,201
254,95,6,0,543,384,745
255,95,8,0,468,385,213
256,95,6,0,498,385,711
257,96,4,0,571,386,282
258,97,6,0,390,386,672
259,97,0,0,413,387,085
260,96,0,0,440,387,525
261,96,6,0,551,388,075
262,96,6,0,521,388,596
263,96,6,0,548,389,144
264,96,6,0,498,389,643
265,96,8,0,515,390,157
266,96,8,0,469,390,626
267,97,2,0,469,391,095
268,95,8,0,547,391,643
269,97,2,0,448,392,091
270,96,6,0,467,392,558
271,97,4,0,495,393,052
272,97,2,0,516,393,568
273,97,2,0,433,394,001
274,96,6,0,417,394,418
275,96,6,0,467,394,885
276,96,2,0,503,395,388
277,96,6,0,481,395,869
278,97,0,0,451,396,320
279,97,6,0,486,396,806
280,96,8,0,490,397,295
281,96,8,0,468,397,763
282,97,2,0,443,398,207
283,98,0,0,440,398,647
284,97,2,0,548,399,195
285,96,8,0,545,399,739
286,96,8,0,408,400,147
287,97,2,0,501,400,648
288,97,2,0,437,401,086
289,97,6,0,490,401,575
290,97,4,0,400,401,975
291,97,0,0,507,402,482
292,96,8,0,436,402,917
293,98,0,0,414,403,331
294,97,4,0,510,403,841
295,96,6,0,447,404,288
296,97,4,0,472,404,759
297,97,8,0,452,405,211
298,97,2,0,411,405,622
299,98,0,0,452,406,074
300,97,8,0,403,406,476
301,97,6,0,471,406,947
302,97,8,0,470,407,417
303,97,8,0,453,407,870
304,97,6,0,434,408,304
305,97,6,0,389,408,693
306,97,6,0,463,409,157
307,97,8,0,438,409,594
308,97,8,0,390,409,984
309,97,2,0,446,410,430
310,97,2,0,366,410,796
311,98,0,0,439,411,234
312,97,2,0,482,411,716
313,97,6,0,501,412,217
314,97,6,0,472,412,689
315,98,0,0,411,413,100
316,97,2,0,475,413,575
317,97,4,0,410,413,985
318,97,8,0,400,414,385
319,97,4,0,356,414,741
320,97,8,0,368,415,108
321,98,6,0,499,415,608
322,98,0,0,494,416,102
323,97,4,0,466,416,568
324,97,4,0,483,417,052
325,97,8,0,487,417,538
326,97,4,0,360,417,898
327,97,8,0,354,418,253
328,97,6,0,421,418,673
329,97,6,0,331,419,004
330,97,4,0,399,419,403
331,97,2,0,409,419,811
332,97,6,0,431,420,243
333,97,6,0,437,420,680
334,97,6,0,461,421,141
335,97,4,0,456,421,597
336,98,0,0,442,422,039
337,97,2,0,395,422,434
338,97,6,0,385,422,818
339,97,6,0,372,423,190
340,98,2,0,489,423,679
341,98,2,0,404,424,083
342,98,0,0,358,424,441
343,98,6,0,383,424,824
344,97,6,0,339,425,163
345,97,6,0,370,425,533
346,97,8,0,375,425,908
347,98,2,0,394,426,302
348,98,0,0,403,426,705
349,97,8,0,405,427,110
350,98,4,0,390,427,501
351,97,8,0,410,427,911
352,97,8,0,438,428,349
353,98,4,0,403,428,752
354,98,4,0,352,429,103
355,98,6,0,400,429,504
356,98,0,0,373,429,877
357,98,4,0,378,430,254
358,98,2,0,365,430,619
359,98,2,0,419,431,038
360,98,0,0,370,431,408
361,98,0,0,395,431,803
362,98,0,0,368,432,171
363,98,0,0,452,432,623
364,98,4,0,405,433,028
365,98,4,0,387,433,415
366,98,8,0,314,433,729
367,98,6,0,432,434,161
368,98,6,0,355,434,516
369,98,4,0,416,434,932
370,98,6,0,420,435,352
371,98,4,0,408,435,760
372,98,4,0,363,436,124
373,98,4,0,398,436,522
374,98,0,0,352,436,874
375,97,8,0,407,437,281
376,98,0,0,406,437,686
377,99,0,0,300,437,986
378,97,8,0,360,438,346
379,98,2,0,391,438,736
380,98,4,0,372,439,108
381,98,6,0,315,439,423
382,98,8,0,287,439,711
383,98,0,0,384,440,095
384,98,8,0,332,440,427
385,98,6,0,439,440,865
386,99,0,0,357,441,222
387,98,4,0,356,441,579
388,98,6,0,281,441,860
389,98,2,0,390,442,250
390,98,2,0,280,442,530
391,98,6,0,385,442,915
392,99,0,0,309,443,224
393,98,6,0,393,443,617
394,98,4,0,361,443,978
395,98,2,0,420,444,399
396,98,4,0,327,444,726
397,98,0,0,336,445,062
398,98,0,0,415,445,477
399,98,8,0,294,445,772
400,98,8,0,368,446,140
401,98,8,0,353,446,493
402,98,0,0,233,446,726
403,98,8,0,356,447,083
404,98,4,0,338,447,421
405,99,0,0,246,447,667
406,97,8,0,335,448,002
407,98,8,0,339,448,341
408,99,0,0,325,448,666
409,98,8,0,321,448,987
410,98,4,0,308,449,295
411,98,8,0,322,449,617
412,98,6,0,354,449,971
413,99,0,0,319,450,290
414,99,0,0,266,450,556
415,98,8,0,337,450,893
416,99,4,0,409,451,302
417,98,8,0,319,451,621
418,98,4,0,276,451,898
419,98,6,0,323,452,221
420,98,6,0,310,452,530
421,99,0,0,311,452,841
422,98,8,0,272,453,113
423,99,0,0,251,453,364
424,98,6,0,260,453,624
425,99,0,0,375,453,999
426,99,0,0,293,454,291
427,98,6,0,241,454,533
428,99,2,0,322,454,854
429,98,6,0,310,455,164
430,98,6,0,420,455,585
431,98,6,0,321,455,906
432,98,2,0,357,456,263
433,98,4,0,357,456,619
434,99,2,0,331,456,950
435,98,8,0,285,457,235
436,98,8,0,298,457,533
437,98,8,0,310,457,843
438,98,6,0,329,458,172
439,98,6,0,325,458,498
440,98,6,0,286,458,783
441,98,8,0,243,459,026
442,98,8,0,296,459,322
443,98,8,0,296,459,619
444,98,4,0,282,459,900
445,99,0,0,297,460,198
446,98,4,0,326,460,523
447,98,6,0,322,460,846
448,98,6,0,305,461,150
449,98,8,0,279,461,430
450,98,6,0,358,461,788
451,99,0,0,258,462,046
452,98,8,0,299,462,345
453,99,0,0,367,462,712
454,98,4,0,323,463,035
455,99,0,0,320,463,355
456,98,8,0,287,463,641
457,99,0,0,333,463,974
458,99,0,0,352,464,325
459,98,8,0,222,464,548
460,98,6,0,290,464,838
461,99,0,0,276,465,114
462,98,6,0,359,465,473
463,99,0,0,263,465,736
464,98,6,0,286,466,022
465,99,0,0,372,466,394
466,98,8,0,243,466,636
467,98,8,0,239,466,875
468,98,8,0,299,467,174
469,98,4,0,246,467,420
470,99,2,0,244,467,664
471,98,8,0,223,467,886
472,99,4,0,304,468,190
473,99,0,0,305,468,495
474,99,2,0,238,468,733
475,98,8,0,384,469,117
476,98,6,0,309,469,426
477,98,8,0,247,469,673
478,99,0,0,212,469,884
479,99,4,0,194,470,078
480,99,0,0,225,470,303
481,99,0,0,252,470,556
482,99,2,0,308,470,864
483,99,0,0,288,471,151
484,99,0,0,346,471,497
485,99,0,0,305,471,802
486,99,4,0,280,472,082
487,99,0,0,265,472,346
488,99,4,0,319,472,665
489,99,2,0,304,472,969
490,99,2,0,258,473,227
491,99,0,0,225,473,452
492,99,0,0,270,473,722
